description,manufacturer,model,payment,price,release_year,body,color,doors,drive,engine_volume,fuel,seats,transmission,title,user_id
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Chevrolet,Monte Carlo,HOUR,18693,1998,JEEP,ORANGE,4,ALL,2.1,ELECTRIC,3,AT,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Saab,9-7X,HOUR,14146,2005,VAN,GREEN,3,FRONT,2.0,ELECTRIC,5,CVT,Phasellus in felis.,20
In eleifend quam a odio. In hac habitasse platea dictumst.,Jaguar,XJ Series,HOUR,12895,1998,WAGON,GOLD,2,FRONT,2.7,GAS,5,MT,Integer non velit.,10
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Toyota,Sienna,HOUR,11472,2004,VAN,GRAY,4,FRONT,1.8,DIESEL,3,AT,Pellentesque at nulla.,17
"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Toyota,Venza,DAILY,21280,2011,SUV,BLACK,4,FRONT,2.3,DIESEL,5,AMT,Suspendisse ornare consequat lectus.,7
Aliquam erat volutpat. In congue. Etiam justo.,Bentley,Continental Flying Spur,DAILY,5930,2007,SEDAN,GOLD,4,ALL,2.1,DIESEL,6,AMT,Maecenas pulvinar lobortis est.,13
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Cadillac,SRX,DAILY,11035,2008,JEEP,YELLOW,4,FRONT,1.2,PETROL,6,AMT,Sed accumsan felis.,16
Curabitur convallis.,Kia,Rio5,DAILY,19145,2008,JEEP,WHITE,3,ALL,3.4,PETROL,3,AT,Nunc nisl.,17
"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Toyota,Corolla,DAILY,8800,2007,PICKUP,RED,2,FRONT,2.5,GAS,2,AT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",19
"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Toyota,Tacoma,HOUR,24466,1998,HATCHBACK,YELLOW,4,BACK,1.5,DIESEL,5,MT,Aenean sit amet justo.,13
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Subaru,Brat,DAILY,10074,1987,VAN,PURPLE,2,FRONT,1.4,GAS,3,AT,Nam dui.,16
"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Nissan,Quest,DAILY,22088,2011,WAGON,SILVER,4,ALL,2.6,PETROL,6,AMT,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",9
Sed ante. Vivamus tortor. Duis mattis egestas metus.,Maybach,62,HOUR,22336,2005,VAN,TAN,3,BACK,3.1,DIESEL,6,MT,Curabitur convallis.,13
Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Pontiac,Bonneville,HOUR,16180,1966,COUPE,WHITE,4,FRONT,3.5,PETROL,6,AT,Nulla mollis molestie lorem.,20
Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Subaru,Outback,DAILY,15439,2007,SUV,BLUE,3,BACK,1.2,ELECTRIC,6,AMT,Maecenas pulvinar lobortis est.,9
"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Buick,Regal,HOUR,8277,1986,HATCHBACK,BLUE,4,BACK,1.7,PETROL,2,AT,Nulla tempus.,19
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Volvo,XC70,HOUR,21342,2010,CONVERTIBLE,BLACK,2,ALL,1.9,DIESEL,5,AMT,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1
Suspendisse accumsan tortor quis turpis.,BMW,Z8,DAILY,8684,2002,SEDAN,BLUE,3,ALL,1.2,ELECTRIC,4,MT,Integer a nibh.,9
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Lincoln,LS,HOUR,19858,2000,WAGON,TAN,4,ALL,2.1,GAS,4,MT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",16
"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Chevrolet,Express 2500,HOUR,21434,1996,SEDAN,PURPLE,3,ALL,1.3,PETROL,5,AMT,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",6
"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Subaru,SVX,DAILY,16741,1997,SUV,RED,2,FRONT,2.3,PETROL,4,AT,Maecenas rhoncus aliquam lacus.,10
"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Cadillac,Escalade,HOUR,7698,2005,WAGON,PURPLE,3,BACK,3.8,PETROL,6,AMT,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",7
In eleifend quam a odio. In hac habitasse platea dictumst.,GMC,Savana 1500,HOUR,21022,2011,HATCHBACK,BLACK,3,BACK,3.1,DIESEL,5,CVT,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",12
Fusce consequat. Nulla nisl. Nunc nisl.,Jeep,Grand Cherokee,HOUR,9411,1999,WAGON,BLACK,2,BACK,2.3,ELECTRIC,3,AMT,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",7
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Audi,5000CS,HOUR,17141,1988,JEEP,ORANGE,2,BACK,2.2,PETROL,4,AMT,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",12
Sed ante. Vivamus tortor. Duis mattis egestas metus.,Pontiac,Montana,HOUR,5829,2002,JEEP,GREEN,4,BACK,2.9,GAS,2,AT,Vivamus in felis eu sapien cursus vestibulum.,8
"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Lincoln,MKZ,HOUR,19620,2009,HATCHBACK,GRAY,4,ALL,2.7,PETROL,3,CVT,In hac habitasse platea dictumst.,14
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Mercedes-Benz,CLS-Class,DAILY,9519,2007,HATCHBACK,RED,4,ALL,1.1,DIESEL,5,CVT,Curabitur gravida nisi at nibh.,16
Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Lexus,LS Hybrid,HOUR,22886,2012,COUPE,GREEN,3,ALL,3.2,GAS,2,AMT,Duis at velit eu est congue elementum.,6
"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Acura,TL,HOUR,23292,2010,SEDAN,ORANGE,2,FRONT,1.2,DIESEL,3,MT,In hac habitasse platea dictumst.,14
Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Ram,1500,DAILY,11558,2011,SEDAN,BROWN,2,FRONT,1.8,ELECTRIC,4,AMT,Duis ac nibh.,16
Fusce consequat. Nulla nisl.,Jeep,Commander,HOUR,17816,2008,VAN,ORANGE,4,ALL,1.6,DIESEL,3,AMT,Praesent blandit lacinia erat.,8
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Pontiac,Safari,DAILY,6200,1988,SEDAN,GRAY,2,BACK,2.9,DIESEL,4,MT,Nulla ac enim.,14
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Toyota,4Runner,HOUR,21407,2012,VAN,BROWN,4,FRONT,1.4,PETROL,6,AT,Mauris ullamcorper purus sit amet nulla.,17
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Pontiac,GTO,DAILY,12905,1965,CONVERTIBLE,GRAY,4,FRONT,2.0,ELECTRIC,2,AT,Nulla facilisi.,14
"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",Oldsmobile,Cutlass Cruiser,DAILY,14338,1994,JEEP,ORANGE,3,BACK,1.9,DIESEL,4,MT,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",13
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Ford,Bronco II,HOUR,10865,1990,JEEP,BROWN,3,FRONT,1.1,ELECTRIC,3,AMT,In hac habitasse platea dictumst.,6
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",Mazda,CX-7,HOUR,19836,2012,WAGON,BROWN,3,BACK,3.8,ELECTRIC,6,CVT,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4
Suspendisse accumsan tortor quis turpis. Sed ante.,Lincoln,MKT,DAILY,22529,2010,WAGON,GRAY,3,BACK,1.5,DIESEL,4,CVT,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",7
"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Ford,EXP,DAILY,5651,1986,PICKUP,WHITE,2,FRONT,3.2,DIESEL,3,AMT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",6
Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Chrysler,Town & Country,DAILY,16650,1992,COUPE,ORANGE,2,ALL,3.0,GAS,5,MT,Duis bibendum.,13
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Chevrolet,Express 1500,DAILY,16782,2011,JEEP,TAN,4,BACK,2.7,ELECTRIC,6,AT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,20
Phasellus in felis. Donec semper sapien a libero.,Ford,F250,DAILY,24836,2006,SEDAN,BLUE,2,BACK,1.2,ELECTRIC,3,CVT,Maecenas tincidunt lacus at velit.,18
Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Mercury,Grand Marquis,DAILY,12102,1992,JEEP,WHITE,2,BACK,1.3,GAS,2,CVT,Quisque ut erat.,13
Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,Lamborghini,Gallardo,HOUR,23890,2004,CONVERTIBLE,TAN,3,FRONT,4.0,DIESEL,4,MT,Vivamus vestibulum sagittis sapien.,3
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Pontiac,Sunfire,DAILY,17554,2005,WAGON,YELLOW,4,BACK,2.6,DIESEL,5,AT,Etiam faucibus cursus urna.,9
"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Ford,Flex,DAILY,10525,2013,HATCHBACK,WHITE,4,BACK,3.5,ELECTRIC,3,MT,Maecenas tincidunt lacus at velit.,14
"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Pontiac,Grand Prix,HOUR,21338,1963,CONVERTIBLE,GRAY,2,ALL,1.5,PETROL,2,CVT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",20
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Alfa Romeo,164,HOUR,19111,1995,COUPE,BLACK,4,ALL,2.9,PETROL,3,AMT,Etiam justo.,19
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Jaguar,XJ Series,HOUR,16860,1995,CONVERTIBLE,PURPLE,3,FRONT,1.4,DIESEL,5,MT,Praesent blandit lacinia erat.,1
Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Jaguar,XJ,DAILY,7726,2010,SEDAN,GRAY,4,FRONT,2.3,GAS,6,CVT,Quisque id justo sit amet sapien dignissim vestibulum.,16
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Bentley,Continental,DAILY,9582,2011,JEEP,SILVER,2,BACK,3.1,ELECTRIC,6,AT,Quisque ut erat.,18
"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Honda,Insight,DAILY,5527,2010,PICKUP,BROWN,3,BACK,1.7,GAS,6,AT,In hac habitasse platea dictumst.,10
"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Volkswagen,Jetta,DAILY,24429,1985,CONVERTIBLE,BLACK,4,BACK,2.3,GAS,6,MT,Integer ac leo.,16
"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Chrysler,Concorde,DAILY,15378,2002,CONVERTIBLE,BROWN,3,BACK,1.1,PETROL,4,MT,Proin at turpis a pede posuere nonummy.,10
"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Isuzu,Trooper,HOUR,7763,1995,COUPE,GREEN,4,ALL,1.9,ELECTRIC,2,AT,In quis justo.,20
Quisque ut erat.,Audi,200,HOUR,9628,1989,JEEP,GRAY,3,ALL,2.6,DIESEL,5,AMT,Quisque ut erat.,1
"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",Ford,Bronco,DAILY,14418,1995,COUPE,WHITE,2,BACK,2.3,DIESEL,4,MT,Nam tristique tortor eu pede.,17
Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,Nissan,Cube,DAILY,14994,2010,PICKUP,SILVER,3,FRONT,2.1,ELECTRIC,3,AMT,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",3
"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Dodge,Grand Caravan,HOUR,6481,2003,HATCHBACK,YELLOW,4,ALL,3.0,GAS,3,AMT,Pellentesque eget nunc.,11
Nullam varius.,Oldsmobile,Cutlass Supreme,DAILY,5558,1995,CONVERTIBLE,GOLD,2,BACK,2.9,DIESEL,4,AMT,Quisque id justo sit amet sapien dignissim vestibulum.,7
"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",GMC,Yukon,HOUR,7530,2002,VAN,GREEN,4,BACK,2.4,PETROL,3,MT,Nunc nisl.,1
Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Lexus,LX,DAILY,22085,2013,HATCHBACK,RED,4,FRONT,2.5,ELECTRIC,4,AT,Nam dui.,13
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Toyota,Sequoia,HOUR,24533,2011,SEDAN,BLACK,4,BACK,3.1,DIESEL,6,CVT,Nulla justo.,9
Phasellus in felis. Donec semper sapien a libero. Nam dui.,Suzuki,XL-7,HOUR,12572,2007,COUPE,GRAY,4,ALL,3.9,ELECTRIC,6,AT,Etiam justo.,1
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",Toyota,Land Cruiser,HOUR,17709,2007,SUV,YELLOW,3,ALL,1.9,DIESEL,5,AT,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",10
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",Dodge,D350,DAILY,12308,1993,CONVERTIBLE,ORANGE,4,BACK,2.8,DIESEL,5,MT,Duis mattis egestas metus.,5
Phasellus sit amet erat. Nulla tempus.,Toyota,Prius,HOUR,17806,2012,WAGON,WHITE,3,BACK,1.6,ELECTRIC,6,AT,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",5
Nulla mollis molestie lorem.,Chrysler,New Yorker,DAILY,22168,1996,HATCHBACK,GOLD,3,BACK,1.1,GAS,5,CVT,Suspendisse potenti.,17
Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Infiniti,Q,HOUR,13880,1995,COUPE,WHITE,4,ALL,3.1,GAS,5,MT,Morbi quis tortor id nulla ultrices aliquet.,9
Morbi quis tortor id nulla ultrices aliquet.,Ford,Bronco,DAILY,22183,1984,HATCHBACK,ORANGE,4,BACK,2.8,GAS,4,AMT,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",10
Etiam pretium iaculis justo. In hac habitasse platea dictumst.,Volkswagen,Jetta,HOUR,19578,2003,SEDAN,RED,3,BACK,1.5,PETROL,3,CVT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,17
"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Mercury,Mariner,DAILY,17690,2010,HATCHBACK,GREEN,3,ALL,3.4,GAS,6,CVT,Etiam faucibus cursus urna.,14
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",Dodge,Ram Van 1500,DAILY,21743,2000,VAN,GOLD,2,BACK,1.7,GAS,2,AMT,In sagittis dui vel nisl.,15
Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,Honda,Passport,HOUR,5161,1999,VAN,BROWN,2,BACK,3.4,ELECTRIC,2,AT,Suspendisse potenti.,14
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Mercedes-Benz,SLK-Class,HOUR,17664,2010,COUPE,TAN,4,BACK,3.2,GAS,5,MT,Praesent lectus.,5
"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Chevrolet,G-Series G30,DAILY,16885,1993,SEDAN,GRAY,3,ALL,4.0,ELECTRIC,5,AMT,In quis justo.,6
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",Lexus,LX,HOUR,8036,2001,HATCHBACK,BLUE,4,FRONT,2.7,PETROL,5,AMT,Vivamus vestibulum sagittis sapien.,12
"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Ford,Crown Victoria,HOUR,5881,2010,CONVERTIBLE,GOLD,3,ALL,1.7,ELECTRIC,2,AMT,Vivamus tortor.,11
Sed accumsan felis. Ut at dolor quis odio consequat varius.,Ford,F350,HOUR,10551,2006,SEDAN,GREEN,4,ALL,3.1,ELECTRIC,6,AT,Aliquam quis turpis eget elit sodales scelerisque.,7
"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Chevrolet,Cavalier,DAILY,19265,2001,HATCHBACK,TAN,2,ALL,3.1,GAS,5,CVT,Proin interdum mauris non ligula pellentesque ultrices.,10
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Chevrolet,Silverado 2500,DAILY,8378,2005,SEDAN,YELLOW,3,FRONT,2.2,DIESEL,5,AMT,Praesent id massa id nisl venenatis lacinia.,8
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Nissan,Altima,HOUR,16752,2011,JEEP,RED,3,ALL,2.8,DIESEL,4,AT,Cras pellentesque volutpat dui.,5
"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Chevrolet,Express 1500,HOUR,19024,1998,VAN,RED,2,FRONT,1.6,DIESEL,2,AT,Donec posuere metus vitae ipsum.,20
"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ford,F150,DAILY,13505,2001,PICKUP,RED,2,FRONT,1.5,PETROL,3,AT,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8
"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Dodge,Ram 2500 Club,HOUR,18787,1998,CONVERTIBLE,GREEN,4,FRONT,1.3,GAS,6,AMT,Proin eu mi.,18
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Chevrolet,Astro,HOUR,16707,2000,PICKUP,WHITE,2,ALL,3.1,DIESEL,3,MT,Donec posuere metus vitae ipsum.,14
Duis mattis egestas metus. Aenean fermentum.,Chrysler,New Yorker,HOUR,20614,1996,VAN,BLACK,4,FRONT,3.2,PETROL,5,AMT,Vivamus vel nulla eget eros elementum pellentesque.,11
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Subaru,Legacy,DAILY,15965,2002,JEEP,BLACK,4,FRONT,1.4,PETROL,2,AMT,Aliquam erat volutpat.,12
